,Date,Time,Day,Station,Delay Code,Min Delay,Min Gap,Direction,Line,Vehicle,Latitude,Longitude,Incident,Rush Hour Index,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
4451,2024-04-29,10:47:00,Monday,YONGE BD STATION,TUSC,5.0,9.0,E,BD,5312.0,43.6704,-79.3867,Operator Overspeeding,0,10.8,12.5,0.0,12.5,,48.0
4452,2024-05-01,20:53:00,Wednesday,ISLINGTON STATION,TUSC,3.0,9.0,W,BD,5126.0,43.64547,-79.52449,Operator Overspeeding,0,11.8,0.0,0.0,0.0,,38.0
4453,2024-05-13,17:36:00,Monday,BROADVIEW STATION,TUSC,3.0,6.0,E,BD,5171.0,43.67674,-79.35868,Operator Overspeeding,1,17.5,0.9,0.0,0.9,,44.0
4454,2024-05-14,18:21:00,Tuesday,KENNEDY BD STATION,TUSC,3.0,6.0,E,BD,5101.0,43.73228,-79.26554,Operator Overspeeding,1,15.9,0.3,0.0,0.3,,
4455,2024-05-16,13:05:00,Thursday,CHRISTIE STATION,TUSC,3.0,7.0,E,BD,5146.0,43.66412,-79.4186,Operator Overspeeding,0,15.7,0.0,0.0,0.0,,
4456,2024-05-21,01:46:00,Tuesday,GREENWOOD STATION,TUSC,3.0,8.0,W,BD,5278.0,43.68498,-79.32734,Operator Overspeeding,0,23.4,0.0,0.0,0.0,,55.0
4457,2024-05-31,09:38:00,Friday,ST GEORGE BD STATION,TUSC,5.0,9.0,W,BD,5053.0,43.6683,-79.3987,Operator Overspeeding,1,16.3,0.0,0.0,0.0,,35.0
4458,2024-06-11,16:28:00,Tuesday,COXWELL STATION,TUSC,4.0,7.0,W,BD,5233.0,43.68456,-79.32305,Operator Overspeeding,1,14.6,0.0,0.0,0.0,,
4459,2024-06-12,15:08:00,Wednesday,GREENWOOD STATION,TUSC,4.0,8.0,W,BD,5284.0,43.68498,-79.32734,Operator Overspeeding,0,16.5,0.0,0.0,0.0,,34.0
4460,2024-07-05,20:58:00,Friday,COXWELL STATION,TUSC,3.0,8.0,W,BD,5231.0,43.68456,-79.32305,Operator Overspeeding,0,24.1,2.7,0.0,2.7,,35.0
4461,2024-07-25,14:23:00,Thursday,JANE STATION,TUSC,4.0,8.0,W,BD,5335.0,43.6498,-79.48393,Operator Overspeeding,0,20.3,0.0,0.0,0.0,,43.0
4462,2024-07-31,08:23:00,Wednesday,VICTORIA PARK STATION,TUSC,3.0,6.0,W,BD,5329.0,43.69455,-79.28939,Operator Overspeeding,1,26.7,0.0,0.0,0.0,,39.0
4463,2024-08-08,08:26:00,Thursday,KIPLING STATION,TUSC,7.0,9.0,E,BD,5329.0,43.63795,-79.53535,Operator Overspeeding,1,21.5,0.0,0.0,0.0,,
4464,2024-08-14,09:45:00,Wednesday,CHESTER STATION,TUSC,3.0,5.0,E,BD,5364.0,43.67838,-79.35269,Operator Overspeeding,1,21.9,0.0,0.0,0.0,,
4465,2024-08-16,15:19:00,Friday,GREENWOOD STATION,TUSC,3.0,6.0,W,BD,5069.0,43.68498,-79.32734,Operator Overspeeding,0,21.2,2.7,0.0,2.7,,
4466,2024-08-19,16:11:00,Monday,KENNEDY BD STATION,TUSC,4.0,7.0,E,BD,5320.0,43.73228,-79.26554,Operator Overspeeding,1,14.9,0.6,0.0,0.6,,53.0
4467,2024-08-21,15:30:00,Wednesday,KENNEDY BD STATION,TUSC,5.0,8.0,E,BD,5307.0,43.73228,-79.26554,Operator Overspeeding,1,16.6,0.0,0.0,0.0,,51.0
4468,2024-08-23,11:27:00,Friday,KENNEDY BD STATION,TUSC,3.0,7.0,E,BD,5364.0,43.73228,-79.26554,Operator Overspeeding,0,19.5,0.0,0.0,0.0,,
4469,2024-08-28,16:34:00,Wednesday,KIPLING STATION,TUSC,3.0,6.0,W,BD,5183.0,43.63795,-79.53535,Operator Overspeeding,1,21.4,0.2,0.0,0.2,,31.0
4470,2024-09-03,16:39:00,Tuesday,ISLINGTON STATION,TUSC,3.0,6.0,E,BD,5087.0,43.64547,-79.52449,Operator Overspeeding,1,16.3,0.0,0.0,0.0,,
4471,2024-09-12,15:46:00,Thursday,SHERBOURNE STATION,TUSC,3.0,7.0,E,BD,5223.0,43.67212,-79.37644,Operator Overspeeding,1,19.1,0.0,0.0,0.0,,
4472,2024-09-16,21:51:00,Monday,OLD MILL STATION,TUSC,3.0,8.0,W,BD,5286.0,43.65053,-79.4957,Operator Overspeeding,0,21.7,0.0,0.0,0.0,,
4473,2024-09-21,22:26:00,Saturday,BROADVIEW STATION,TUSC,4.0,9.0,E,BD,5283.0,43.67674,-79.35868,Operator Overspeeding,0,21.5,25.8,0.0,25.8,,
4474,2024-09-25,20:21:00,Wednesday,ST GEORGE BD STATION,TUSC,4.0,9.0,W,BD,5330.0,43.6683,-79.3987,Operator Overspeeding,0,20.6,2.6,0.0,2.6,,41.0
4475,2024-09-26,20:16:00,Thursday,OSSINGTON STATION,TUSC,4.0,9.0,W,BD,5364.0,43.66243,-79.42694,Operator Overspeeding,0,19.4,0.0,0.0,0.0,,31.0
4476,2024-09-27,22:54:00,Friday,ST GEORGE BD STATION,TUSC,4.0,9.0,W,BD,5173.0,43.6683,-79.3987,Operator Overspeeding,0,17.8,0.0,0.0,0.0,,
4477,2024-10-03,20:01:00,Thursday,CHRISTIE STATION,TUSC,3.0,8.0,W,BD,5349.0,43.66412,-79.4186,Operator Overspeeding,0,16.2,0.0,0.0,0.0,,31.0
4478,2024-10-12,17:07:00,Saturday,ISLINGTON STATION,TUSC,3.0,8.0,W,BD,5260.0,43.64547,-79.52449,Operator Overspeeding,1,12.3,0.0,0.0,0.0,,49.0
4479,2024-10-15,19:26:00,Tuesday,COXWELL STATION,TUSC,4.0,8.0,W,BD,5324.0,43.68456,-79.32305,Operator Overspeeding,0,6.6,0.0,0.0,0.0,,49.0
4480,2024-10-16,18:52:00,Wednesday,RUNNYMEDE STATION,TUSC,5.0,9.0,W,BD,5152.0,43.65127,-79.47573,Operator Overspeeding,1,6.4,0.0,0.0,0.0,,40.0
4481,2024-10-22,15:28:00,Tuesday,SHEPPARD-YONGE STATION,TUSC,4.0,11.0,W,SHP,6171.0,43.76168,-79.41003,Operator Overspeeding,0,17.0,0.0,0.0,0.0,,
4482,2024-11-05,23:18:00,Tuesday,WARDEN STATION,TUSC,5.0,10.0,W,BD,5194.0,43.71158,-79.27936,Operator Overspeeding,0,19.7,0.0,0.0,0.0,,62.0
4483,2024-11-09,18:20:00,Saturday,KENNEDY BD STATION,TUSC,3.0,8.0,E,BD,5175.0,43.73228,-79.26554,Operator Overspeeding,1,4.0,0.0,0.0,0.0,,
4484,2024-11-12,16:39:00,Tuesday,MAIN STREET STATION,TUSC,8.0,11.0,W,BD,5149.0,43.68811,-79.30156,Operator Overspeeding,1,3.0,0.0,0.0,0.0,,54.0
4485,2024-11-12,19:36:00,Tuesday,KENNEDY BD STATION,TUSC,3.0,6.0,W,BD,5149.0,43.73228,-79.26554,Operator Overspeeding,0,3.0,0.0,0.0,0.0,,54.0
4486,2024-11-20,13:53:00,Wednesday,VICTORIA PARK STATION,TUSC,5.0,9.0,W,BD,5295.0,43.69455,-79.28939,Operator Overspeeding,0,6.7,16.6,0.0,16.6,,59.0
4487,2024-11-20,14:36:00,Wednesday,KENNEDY BD STATION,TUSC,3.0,7.0,E,BD,5281.0,43.73228,-79.26554,Operator Overspeeding,0,6.7,16.6,0.0,16.6,,59.0
4488,2024-11-26,10:39:00,Tuesday,COXWELL STATION,TUSC,8.0,12.0,W,BD,5043.0,43.68456,-79.32305,Operator Overspeeding,0,4.6,4.4,0.0,4.4,,59.0
4489,2024-01-01,15:15:00,Monday,LANSDOWNE STATION,MUDD,7.0,11.0,E,BD,5164.0,43.6641,-79.44263,Door Problems - Debris Related,0,-2.6,0.0,0.4,0.2,2.0,31.0
4490,2024-01-02,15:54:00,Tuesday,DAVISVILLE STATION,MUDD,6.0,11.0,N,YU,5441.0,43.69806,-79.39722,Door Problems - Debris Related,1,-1.0,0.0,0.0,0.0,,40.0
4491,2024-01-02,18:09:00,Tuesday,COLLEGE STATION,MUDD,10.0,13.0,S,YU,6001.0,43.66139,-79.38347,Door Problems - Debris Related,1,-1.0,0.0,0.0,0.0,,40.0
4492,2024-01-04,07:28:00,Thursday,WOODBINE STATION,MUDD,4.0,7.0,W,BD,5203.0,43.68584,-79.31512,Door Problems - Debris Related,1,-2.7,0.0,0.0,0.0,,53.0
4493,2024-01-04,10:59:00,Thursday,WARDEN STATION,MUDD,8.0,12.0,W,BD,5369.0,43.71158,-79.27936,Door Problems - Debris Related,0,-2.7,0.0,0.0,0.0,,53.0
4494,2024-01-08,15:54:00,Monday,PAPE STATION,MUDD,4.0,7.0,W,BD,5144.0,43.68307,-79.34811,Door Problems - Debris Related,1,1.3,0.0,0.0,0.0,3.0,
4495,2024-01-10,12:46:00,Wednesday,KENNEDY BD STATION,MUDD,3.0,7.0,W,BD,5160.0,43.73228,-79.26554,Door Problems - Debris Related,0,3.0,0.0,0.0,0.0,,69.0
4496,2024-01-11,17:20:00,Thursday,YONGE BD STATION,MUDD,4.0,8.0,W,BD,5262.0,43.6704,-79.3867,Door Problems - Debris Related,1,1.0,0.2,2.4,2.6,1.0,41.0
4497,2024-01-12,15:58:00,Friday,BLOOR STATION,MUDD,6.0,11.0,N,YU,5876.0,43.67068,-79.38533,Door Problems - Debris Related,1,1.8,9.9,5.2,15.1,5.0,66.0
4498,2024-01-13,19:21:00,Saturday,WOODBINE STATION,MUDD,4.0,9.0,W,BD,5221.0,43.68584,-79.31512,Door Problems - Debris Related,0,0.6,4.5,0.8,5.3,3.0,74.0
4499,2024-01-15,11:02:00,Monday,BROADVIEW STATION,MUDD,5.0,9.0,E,BD,5040.0,43.67674,-79.35868,Door Problems - Debris Related,0,-11.0,0.0,0.0,0.0,5.0,39.0
4500,2024-01-16,07:11:00,Tuesday,SHEPPARD STATION,MUDD,4.0,7.0,N,YU,5651.0,43.74983,-79.38629,Door Problems - Debris Related,1,-9.7,0.0,2.0,2.0,3.0,39.0
4501,2024-01-16,12:41:00,Tuesday,CASTLE FRANK STATION,MUDD,5.0,9.0,E,BD,5028.0,43.67435,-79.36811,Door Problems - Debris Related,0,-9.7,0.0,2.0,2.0,3.0,39.0
4502,2024-01-17,08:16:00,Wednesday,BROADVIEW STATION,MUDD,7.0,9.0,W,BD,5091.0,43.67674,-79.35868,Door Problems - Debris Related,1,-12.0,0.0,0.0,0.0,3.0,57.0
4503,2024-01-20,06:30:00,Saturday,KENNEDY BD STATION,MUDD,3.0,8.0,W,BD,5200.0,43.73228,-79.26554,Door Problems - Debris Related,1,-11.6,0.0,0.0,0.0,2.0,51.0
4504,2024-01-20,18:43:00,Saturday,DONLANDS STATION,MUDD,3.0,7.0,E,BD,5246.0,43.68418,-79.33492,Door Problems - Debris Related,1,-11.6,0.0,0.0,0.0,2.0,51.0
4505,2024-01-23,21:32:00,Tuesday,VICTORIA PARK STATION,MUDD,3.0,9.0,W,BD,5272.0,43.69455,-79.28939,Door Problems - Debris Related,0,0.2,2.4,4.8,7.2,2.0,
4506,2024-01-27,10:44:00,Saturday,LANSDOWNE STATION,MUDD,5.0,10.0,W,BD,5203.0,43.6641,-79.44263,Door Problems - Debris Related,0,2.0,0.0,0.0,0.0,,
4507,2024-01-28,23:56:00,Sunday,SHERBOURNE STATION,MUDD,3.0,9.0,W,BD,5065.0,43.67212,-79.37644,Door Problems - Debris Related,0,1.8,0.0,0.0,0.0,,31.0
4508,2024-01-29,16:29:00,Monday,ST GEORGE BD STATION,MUDD,5.0,8.0,W,BD,5160.0,43.6683,-79.3987,Door Problems - Debris Related,1,1.0,0.0,0.0,0.0,,36.0
4509,2024-01-30,12:49:00,Tuesday,BAY STATION,MUDD,3.0,7.0,E,BD,5139.0,43.67042,-79.38935,Door Problems - Debris Related,0,0.9,0.0,0.0,0.0,,33.0
4510,2024-01-31,14:23:00,Wednesday,ST CLAIR STATION,MUDD,3.0,8.0,N,YU,5621.0,43.68806,-79.39361,Door Problems - Debris Related,0,3.3,0.0,0.0,0.0,,36.0
4511,2024-02-02,15:34:00,Friday,KING STATION,MUDD,6.0,11.0,S,YU,5626.0,43.64981,-79.37734,Door Problems - Debris Related,1,0.1,0.0,0.0,0.0,,40.0
4512,2024-02-02,18:08:00,Friday,NORTH YORK CTR STATION,MUDD,9.0,16.0,N,YU,5621.0,43.7681,-79.4124,Door Problems - Debris Related,1,0.1,0.0,0.0,0.0,,40.0
4513,2024-02-03,10:43:00,Saturday,GREENWOOD STATION,MUDD,6.0,11.0,E,BD,5201.0,43.68498,-79.32734,Door Problems - Debris Related,0,-0.9,0.0,0.0,0.0,,
4514,2024-02-04,10:41:00,Sunday,WARDEN STATION,MUDD,4.0,10.0,W,BD,5159.0,43.71158,-79.27936,Door Problems - Debris Related,0,-1.3,0.0,0.0,0.0,,
4515,2024-02-06,20:37:00,Tuesday,KING STATION,MUDD,9.0,14.0,N,YU,6046.0,43.64981,-79.37734,Door Problems - Debris Related,0,-0.4,0.0,0.0,0.0,,
4516,2024-02-12,14:51:00,Monday,SHERBOURNE STATION,MUDD,3.0,7.0,W,BD,5303.0,43.67212,-79.37644,Door Problems - Debris Related,0,1.2,0.0,0.0,0.0,,
4517,2024-02-14,07:23:00,Wednesday,VICTORIA PARK STATION,MUDD,3.0,6.0,W,BD,5188.0,43.69455,-79.28939,Door Problems - Debris Related,1,-4.2,0.0,0.0,0.0,0.0,40.0
4518,2024-02-14,12:59:00,Wednesday,KENNEDY BD STATION,MUDD,4.0,8.0,W,BD,5145.0,43.73228,-79.26554,Door Problems - Debris Related,0,-4.2,0.0,0.0,0.0,0.0,40.0
4519,2024-02-15,09:41:00,Thursday,LANSDOWNE STATION,MUDD,6.0,8.0,E,BD,5302.0,43.6641,-79.44263,Door Problems - Debris Related,1,-2.8,0.4,6.4,6.6,1.0,72.0
4520,2024-02-15,16:34:00,Thursday,KIPLING STATION,MUDD,3.0,6.0,E,BD,5153.0,43.63795,-79.53535,Door Problems - Debris Related,1,-2.8,0.4,6.4,6.6,1.0,72.0
4521,2024-02-15,22:49:00,Thursday,KIPLING STATION,MUDD,3.0,8.0,E,BD,5257.0,43.63795,-79.53535,Door Problems - Debris Related,0,-2.8,0.4,6.4,6.6,1.0,72.0
4522,2024-02-17,19:50:00,Saturday,KENNEDY BD STATION,MUDD,5.0,10.0,W,BD,5259.0,43.73228,-79.26554,Door Problems - Debris Related,0,-6.4,0.0,0.2,0.2,5.0,49.0
4523,2024-02-17,20:27:00,Saturday,YONGE BD STATION,MUDD,5.0,10.0,W,BD,5309.0,43.6704,-79.3867,Door Problems - Debris Related,0,-6.4,0.0,0.2,0.2,5.0,49.0
4524,2024-02-19,13:00:00,Monday,KEELE STATION,MUDD,3.0,7.0,E,BD,5234.0,43.65521,-79.45968,Door Problems - Debris Related,0,-6.7,0.0,0.0,0.0,,43.0
4525,2024-02-21,17:28:00,Wednesday,KIPLING STATION,MUDD,3.0,6.0,E,BD,5306.0,43.63795,-79.53535,Door Problems - Debris Related,1,3.6,0.0,0.0,0.0,0.0,
4526,2024-02-27,06:53:00,Tuesday,SHEPPARD STATION,MUDD,7.0,10.0,S,YU,5451.0,43.74983,-79.38629,Door Problems - Debris Related,1,4.9,16.8,0.0,16.8,,37.0
4527,2024-02-27,07:35:00,Tuesday,ROYAL YORK STATION,MUDD,3.0,5.0,E,BD,5021.0,43.64816,-79.51134,Door Problems - Debris Related,1,4.9,16.8,0.0,16.8,,37.0
4528,2024-02-27,18:58:00,Tuesday,BATHURST STATION,MUDD,8.0,13.0,W,BD,5072.0,43.66638,-79.41164,Door Problems - Debris Related,1,4.9,16.8,0.0,16.8,,37.0
4529,2024-02-28,13:10:00,Wednesday,SHEPPARD STATION,MUDD,4.0,8.0,N,YU,5446.0,43.74983,-79.38629,Door Problems - Debris Related,0,5.4,7.9,0.0,7.9,,90.0
4530,2024-02-29,17:14:00,Thursday,BROADVIEW STATION,MUDD,5.0,8.0,E,BD,5312.0,43.67674,-79.35868,Door Problems - Debris Related,1,-4.7,0.0,0.0,0.0,0.0,59.0
4531,2024-02-29,17:41:00,Thursday,DAVISVILLE STATION,MUDD,10.0,13.0,N,YU,5591.0,43.69806,-79.39722,Door Problems - Debris Related,1,-4.7,0.0,0.0,0.0,0.0,59.0
4532,2024-03-01,11:09:00,Friday,ROYAL YORK STATION,MUDD,3.0,7.0,E,BD,5293.0,43.64816,-79.51134,Door Problems - Debris Related,0,2.5,0.0,0.0,0.0,,39.0
4533,2024-03-01,15:53:00,Friday,BLOOR STATION,MUDD,7.0,12.0,N,YU,5896.0,43.67068,-79.38533,Door Problems - Debris Related,1,2.5,0.0,0.0,0.0,,39.0
4534,2024-03-04,08:31:00,Monday,SPADINA BD STATION,MUDD,3.0,6.0,E,BD,5350.0,43.6671,-79.4032,Door Problems - Debris Related,1,10.1,0.0,0.0,0.0,,
4535,2024-03-05,18:30:00,Tuesday,WOODBINE STATION,MUDD,7.0,10.0,E,BD,5188.0,43.68584,-79.31512,Door Problems - Debris Related,1,10.7,1.5,0.0,1.5,,36.0
4536,2024-03-07,16:42:00,Thursday,KEELE STATION,MUDD,5.0,7.0,E,BD,5042.0,43.65521,-79.45968,Door Problems - Debris Related,1,5.7,0.0,0.0,0.0,,31.0
4537,2024-03-09,14:02:00,Saturday,HIGH PARK STATION,MUDD,5.0,9.0,W,BD,5179.0,43.65306,-79.46629,Door Problems - Debris Related,0,5.8,10.7,0.0,10.7,,49.0
4538,2024-03-10,09:04:00,Sunday,KEELE STATION,MUDD,4.0,8.0,E,BD,5129.0,43.65521,-79.45968,Door Problems - Debris Related,1,0.8,0.7,0.8,1.5,0.0,65.0
4539,2024-03-10,14:06:00,Sunday,YORKDALE STATION,MUDD,4.0,8.0,N,YU,5951.0,43.72484,-79.44703,Door Problems - Debris Related,0,0.8,0.7,0.8,1.5,0.0,65.0
4540,2024-03-10,20:20:00,Sunday,KIPLING STATION,MUDD,3.0,8.0,W,BD,5107.0,43.63795,-79.53535,Door Problems - Debris Related,0,0.8,0.7,0.8,1.5,0.0,65.0
4541,2024-03-12,22:39:00,Tuesday,LANSDOWNE STATION,MUDD,5.0,10.0,E,BD,5309.0,43.6641,-79.44263,Door Problems - Debris Related,0,6.3,0.0,0.0,0.0,,
4542,2024-03-16,20:33:00,Saturday,DAVISVILLE STATION,MUDD,10.0,15.0,N,YU,5696.0,43.69806,-79.39722,Door Problems - Debris Related,0,4.4,2.0,0.0,2.0,,75.0
4543,2024-03-18,10:41:00,Monday,OSSINGTON STATION,MUDD,3.0,7.0,W,BD,5183.0,43.66243,-79.42694,Door Problems - Debris Related,0,0.1,0.0,0.4,0.4,,50.0
4544,2024-03-19,13:18:00,Tuesday,ST GEORGE YUS STATION,MUDD,12.0,17.0,S,YU,5461.0,43.6683,-79.3987,Door Problems - Debris Related,0,-0.4,0.0,1.6,1.6,1.0,51.0
4545,2024-03-20,17:07:00,Wednesday,BAY STATION,MUDD,3.0,6.0,W,BD,5324.0,43.67042,-79.38935,Door Problems - Debris Related,1,-2.2,0.0,1.4,1.4,2.0,74.0
4546,2024-03-21,10:29:00,Thursday,ROSEDALE STATION,MUDD,3.0,6.0,S,YU,5506.0,43.6784,-79.39,Door Problems - Debris Related,0,-4.7,0.0,0.0,0.0,0.0,53.0
4547,2024-03-23,09:22:00,Saturday,PAPE STATION,MUDD,4.0,9.0,W,BD,5269.0,43.68307,-79.34811,Door Problems - Debris Related,1,-2.9,0.0,0.0,0.0,11.0,51.0
4548,2024-03-23,22:00:00,Saturday,SPADINA BD STATION,MUDD,9.0,10.0,E,BD,5131.0,43.6671,-79.4032,Door Problems - Debris Related,0,-2.9,0.0,0.0,0.0,11.0,51.0
4549,2024-03-25,17:35:00,Monday,PIONEER VILLAGE STATIO,MUDD,13.0,16.0,S,YU,5646.0,43.7775,-79.5073,Door Problems - Debris Related,1,4.4,0.0,0.0,0.0,,39.0
4550,2024-03-26,07:05:00,Tuesday,DUNDAS WEST STATION,MUDD,9.0,11.0,E,BD,5114.0,43.65978,-79.45284,Door Problems - Debris Related,1,7.6,5.1,0.0,5.1,,40.0
4551,2024-03-26,19:22:00,Tuesday,YORK MILLS STATION,MUDD,3.0,7.0,S,YU,6011.0,43.74462,-79.40684,Door Problems - Debris Related,0,7.6,5.1,0.0,5.1,,40.0
4552,2024-03-27,07:31:00,Wednesday,YORK MILLS STATION,MUDD,4.0,7.0,N,YU,5711.0,43.74462,-79.40684,Door Problems - Debris Related,1,6.4,0.3,0.0,0.3,,45.0
4553,2024-03-27,17:04:00,Wednesday,YONGE BD STATION,MUDD,14.0,17.0,E,BD,5257.0,43.6704,-79.3867,Door Problems - Debris Related,1,6.4,0.3,0.0,0.3,,45.0
4554,2024-03-28,08:38:00,Thursday,KENNEDY BD STATION,MUDD,4.0,6.0,W,BD,5201.0,43.73228,-79.26554,Door Problems - Debris Related,1,4.4,0.0,0.0,0.0,,40.0
4555,2024-03-29,17:19:00,Friday,ST PATRICK STATION,MUDD,7.0,11.0,N,YU,5991.0,43.6544,-79.3886,Door Problems - Debris Related,1,2.4,0.0,0.0,0.0,,49.0
4556,2024-04-04,15:44:00,Thursday,WILSON STATION,MUDD,7.0,12.0,N,YU,6006.0,43.7345,-79.4501,Door Problems - Debris Related,1,1.8,1.2,0.0,1.2,,44.0
4557,2024-04-07,18:34:00,Sunday,DUNDAS WEST STATION,MUDD,5.0,10.0,E,BD,5267.0,43.65978,-79.45284,Door Problems - Debris Related,1,8.8,0.0,0.0,0.0,,
4558,2024-04-09,14:20:00,Tuesday,WARDEN STATION,MUDD,19.0,23.0,E,BD,5295.0,43.71158,-79.27936,Door Problems - Debris Related,0,11.6,0.0,0.0,0.0,,42.0
4559,2024-04-11,07:13:00,Thursday,DUPONT STATION,MUDD,4.0,7.0,S,YU,5656.0,43.67411,-79.40634,Door Problems - Debris Related,1,11.3,33.8,0.0,33.8,,37.0
4560,2024-04-13,19:25:00,Saturday,ROYAL YORK STATION,MUDD,3.0,8.0,E,BD,5073.0,43.64816,-79.51134,Door Problems - Debris Related,0,7.8,0.0,0.0,0.0,,75.0
4561,2024-04-16,09:44:00,Tuesday,KENNEDY BD STATION,MUDD,4.0,8.0,W,BD,5234.0,43.73228,-79.26554,Door Problems - Debris Related,1,11.3,0.0,0.0,0.0,,
4562,2024-04-18,14:08:00,Thursday,SHEPPARD WEST STATION,MUDD,3.0,8.0,S,YU,5386.0,43.7497,-79.4629,Door Problems - Debris Related,0,10.5,0.0,0.0,0.0,,46.0
4563,2024-04-18,18:44:00,Thursday,SPADINA BD STATION,MUDD,3.0,6.0,W,BD,5363.0,43.6671,-79.4032,Door Problems - Debris Related,1,10.5,0.0,0.0,0.0,,46.0
4564,2024-04-21,10:18:00,Sunday,BROADVIEW STATION,MUDD,12.0,16.0,W,BD,5026.0,43.67674,-79.35868,Door Problems - Debris Related,0,5.8,0.0,0.0,0.0,,53.0
4565,2024-04-21,15:13:00,Sunday,YORKDALE STATION,MUDD,4.0,8.0,N,YU,6051.0,43.72484,-79.44703,Door Problems - Debris Related,0,5.8,0.0,0.0,0.0,,53.0
4566,2024-04-23,12:23:00,Tuesday,LANSDOWNE STATION,MUDD,6.0,10.0,E,BD,5181.0,43.6641,-79.44263,Door Problems - Debris Related,0,12.4,0.4,0.0,0.4,,70.0
4567,2024-04-24,23:28:00,Wednesday,DUNDAS WEST STATION,MUDD,3.0,8.0,W,BD,2157.0,43.65978,-79.45284,Door Problems - Debris Related,0,5.1,0.0,0.0,0.0,,48.0
4568,2024-04-25,08:33:00,Thursday,DUPONT STATION,MUDD,15.0,18.0,S,YU,5856.0,43.67411,-79.40634,Door Problems - Debris Related,1,3.2,0.0,0.0,0.0,,
4569,2024-04-25,23:27:00,Thursday,HIGH PARK STATION,MUDD,8.0,16.0,W,BD,5363.0,43.65306,-79.46629,Door Problems - Debris Related,0,3.2,0.0,0.0,0.0,,
4570,2024-04-29,08:48:00,Monday,ROSEDALE STATION,MUDD,4.0,7.0,S,YU,6046.0,43.6784,-79.39,Door Problems - Debris Related,1,10.8,12.5,0.0,12.5,,48.0
4571,2024-05-01,18:24:00,Wednesday,BAY STATION,MUDD,3.0,6.0,E,BD,5100.0,43.67042,-79.38935,Door Problems - Debris Related,1,11.8,0.0,0.0,0.0,,38.0
4572,2024-05-03,16:27:00,Friday,EGLINTON STATION,MUDD,11.0,16.0,N,YU,5651.0,43.70522,-79.39844,Door Problems - Debris Related,1,13.8,3.1,0.0,3.1,,36.0
4573,2024-05-06,17:28:00,Monday,CHRISTIE STATION,MUDD,9.0,12.0,W,BD,5336.0,43.66412,-79.4186,Door Problems - Debris Related,1,14.1,0.0,0.0,0.0,,32.0
4574,2024-05-07,19:27:00,Tuesday,VICTORIA PARK STATION,MUDD,4.0,9.0,W,BD,5204.0,43.69455,-79.28939,Door Problems - Debris Related,0,13.8,16.8,0.0,16.8,,38.0
4575,2024-05-08,18:56:00,Wednesday,JANE STATION,MUDD,3.0,6.0,E,BD,5272.0,43.6498,-79.48393,Door Problems - Debris Related,1,14.9,1.0,0.0,1.0,,72.0
4576,2024-05-09,17:50:00,Thursday,BLOOR STATION,MUDD,3.0,6.0,S,YU,5701.0,43.67068,-79.38533,Door Problems - Debris Related,1,12.3,0.0,0.0,0.0,,
4577,2024-05-15,08:49:00,Wednesday,KENNEDY BD STATION,MUDD,3.0,5.0,W,BD,5182.0,43.73228,-79.26554,Door Problems - Debris Related,1,15.9,0.0,0.0,0.0,,
4578,2024-05-15,10:47:00,Wednesday,WARDEN STATION,MUDD,4.0,8.0,W,BD,5189.0,43.71158,-79.27936,Door Problems - Debris Related,0,15.9,0.0,0.0,0.0,,
4579,2024-05-16,22:43:00,Thursday,BATHURST STATION,MUDD,6.0,11.0,E,BD,5352.0,43.66638,-79.41164,Door Problems - Debris Related,0,15.7,0.0,0.0,0.0,,
4580,2024-05-18,20:55:00,Saturday,BROADVIEW STATION,MUDD,6.0,11.0,E,BD,5349.0,43.67674,-79.35868,Door Problems - Debris Related,0,17.1,0.0,0.0,0.0,,
4581,2024-05-30,08:25:00,Thursday,NORTH YORK CTR STATION,MUDD,5.0,8.0,N,YU,5716.0,43.7681,-79.4124,Door Problems - Debris Related,1,13.4,0.0,0.0,0.0,,41.0
4582,2024-05-31,18:14:00,Friday,DONLANDS STATION,MUDD,4.0,7.0,W,BD,5264.0,43.68418,-79.33492,Door Problems - Debris Related,1,16.3,0.0,0.0,0.0,,35.0
4583,2024-06-02,21:30:00,Sunday,MAIN STREET STATION,MUDD,8.0,15.0,W,BD,5305.0,43.68811,-79.30156,Door Problems - Debris Related,0,16.3,7.0,0.0,7.0,,
4584,2024-06-03,07:22:00,Monday,BROADVIEW STATION,MUDD,3.0,5.0,E,BD,5261.0,43.67674,-79.35868,Door Problems - Debris Related,1,19.6,0.0,0.0,0.0,,
4585,2024-06-03,14:16:00,Monday,KIPLING STATION,MUDD,3.0,7.0,E,BD,5051.0,43.63795,-79.53535,Door Problems - Debris Related,0,19.6,0.0,0.0,0.0,,
4586,2024-06-03,22:26:00,Monday,LAWRENCE WEST STATION,MUDD,3.0,11.0,S,YU,5776.0,43.7136,-79.4444,Door Problems - Debris Related,0,19.6,0.0,0.0,0.0,,
4587,2024-06-06,10:55:00,Thursday,SPADINA BD STATION,MUDD,5.0,9.0,W,BD,5149.0,43.6671,-79.4032,Door Problems - Debris Related,0,21.1,0.8,0.0,0.8,,59.0
4588,2024-06-07,08:14:00,Friday,ST GEORGE BD STATION,MUDD,3.0,5.0,E,BD,5347.0,43.6683,-79.3987,Door Problems - Debris Related,1,16.6,3.9,0.0,3.9,,52.0
